Connecting to host 10.0.2.2, port 5201
[ 14] local 10.0.1.2 port 38580 connected to 10.0.2.2 port 5201
[ 14] 282.00-283.00 sec   891 KBytes  7.30 Mbits/sec    0   53.7 KBytes       
[ 14] 283.00-284.00 sec  1.06 MBytes  8.86 Mbits/sec    6   32.5 KBytes       
[ 14] 284.00-285.00 sec  1018 KBytes  8.34 Mbits/sec    4   36.8 KBytes       
[ 14] 285.00-286.00 sec  1.12 MBytes  9.38 Mbits/sec    2   46.7 KBytes       
[ 14] 286.00-287.00 sec  1018 KBytes  8.34 Mbits/sec    2   53.7 KBytes       
[ 14] 287.00-288.00 sec  1.06 MBytes  8.86 Mbits/sec    4   33.9 KBytes       
[ 14] 288.00-289.00 sec  1.06 MBytes  8.86 Mbits/sec    3   41.0 KBytes       
[ 14] 289.00-290.00 sec  1.06 MBytes  8.86 Mbits/sec    2   49.5 KBytes       
[ 14] 290.00-291.00 sec  1.06 MBytes  8.86 Mbits/sec    6   24.0 KBytes       
[ 14] 291.00-292.00 sec   954 KBytes  7.82 Mbits/sec    2   35.4 KBytes       
[ 14] 292.00-293.00 sec  1.12 MBytes  9.38 Mbits/sec    2   45.2 KBytes       
[ 14] 293.00-294.00 sec  1018 KBytes  8.34 Mbits/sec    2   52.3 KBytes       
[ 14] 294.00-295.00 sec  1.12 MBytes  9.38 Mbits/sec    4   35.4 KBytes       
[ 14] 295.00-296.00 sec  1018 KBytes  8.34 Mbits/sec    2   45.2 KBytes       
[ 14] 296.00-297.00 sec   891 KBytes  7.30 Mbits/sec    3   39.6 KBytes       
[ 14] 297.00-298.00 sec  1018 KBytes  8.34 Mbits/sec    2   49.5 KBytes       
[ 14] 298.00-299.00 sec  1.06 MBytes  8.86 Mbits/sec    5   39.6 KBytes       
[ 14] 299.00-300.00 sec  1.18 MBytes  9.91 Mbits/sec    1   62.2 KBytes       
[ 14] 300.00-301.00 sec  1.24 MBytes  10.4 Mbits/sec    2   60.8 KBytes       
[ 14] 301.00-302.00 sec  1.12 MBytes  9.38 Mbits/sec    2   59.4 KBytes       
[ 14] 302.00-303.00 sec  1.12 MBytes  9.38 Mbits/sec    4   55.1 KBytes       
[ 14] 303.00-304.00 sec  1018 KBytes  8.34 Mbits/sec    2   52.3 KBytes       
[ 14] 304.00-305.00 sec  1.18 MBytes  9.91 Mbits/sec    2   50.9 KBytes       
[ 14] 305.00-306.00 sec   954 KBytes  7.82 Mbits/sec    2   31.1 KBytes       
[ 14] 306.00-307.00 sec  1.12 MBytes  9.38 Mbits/sec    0   63.6 KBytes       
[ 14] 307.00-308.00 sec  1.12 MBytes  9.38 Mbits/sec    2   62.2 KBytes       
[ 14] 308.00-309.00 sec  1.12 MBytes  9.38 Mbits/sec    2   59.4 KBytes       
[ 14] 309.00-310.00 sec  1.12 MBytes  9.38 Mbits/sec    2   58.0 KBytes       
[ 14] 310.00-311.00 sec   954 KBytes  7.82 Mbits/sec    3   39.6 KBytes       
[ 14] 311.00-312.00 sec  1.12 MBytes  9.38 Mbits/sec    2   38.2 KBytes       
[ 14] 312.00-313.00 sec  1.12 MBytes  9.38 Mbits/sec    2   50.9 KBytes       
[ 14] 313.00-314.00 sec  1.12 MBytes  9.38 Mbits/sec    0   66.5 KBytes       
[ 14] 314.00-315.00 sec   954 KBytes  7.82 Mbits/sec    2   49.5 KBytes       
[ 14] 315.00-316.00 sec  1.12 MBytes  9.38 Mbits/sec    2   46.7 KBytes       
[ 14] 316.00-317.00 sec  1.12 MBytes  9.38 Mbits/sec    2   43.8 KBytes       
[ 14] 317.00-318.00 sec  1.30 MBytes  10.9 Mbits/sec    2   42.4 KBytes       
[ 14] 318.00-319.00 sec  1.12 MBytes  9.38 Mbits/sec    2   41.0 KBytes       
[ 14] 319.00-320.00 sec  1.12 MBytes  9.38 Mbits/sec    2   38.2 KBytes       
[ 14] 320.00-321.00 sec  1.12 MBytes  9.38 Mbits/sec    0   69.3 KBytes       
[ 14] 321.00-322.00 sec  1.12 MBytes  9.38 Mbits/sec    4   65.0 KBytes       
[ 14] 322.00-323.00 sec  1.12 MBytes  9.38 Mbits/sec    2   62.2 KBytes       
[ 14] 323.00-324.00 sec  1.12 MBytes  9.38 Mbits/sec    4   56.6 KBytes       
[ 14] 324.00-325.00 sec  1.12 MBytes  9.38 Mbits/sec    3   50.9 KBytes       
[ 14] 325.00-326.00 sec  1.12 MBytes  9.38 Mbits/sec    5   43.8 KBytes       
[ 14] 326.00-327.00 sec  1018 KBytes  8.34 Mbits/sec    2   41.0 KBytes       
[ 14] 327.00-328.00 sec  1.12 MBytes  9.38 Mbits/sec    2   36.8 KBytes       
[ 14] 328.00-329.00 sec  1.12 MBytes  9.38 Mbits/sec    0   67.9 KBytes       
[ 14] 329.00-330.00 sec   954 KBytes  7.82 Mbits/sec    4   48.1 KBytes       
[ 14] 330.00-331.00 sec  1.12 MBytes  9.38 Mbits/sec    2   45.2 KBytes       
[ 14] 331.00-332.00 sec  1.12 MBytes  9.38 Mbits/sec    2   41.0 KBytes       
[ 14] 332.00-333.00 sec  1.12 MBytes  9.38 Mbits/sec    1   39.6 KBytes       
[ 14] 333.00-334.00 sec  1.12 MBytes  9.38 Mbits/sec    2   66.5 KBytes       
[ 14] 334.00-335.00 sec  1.18 MBytes  9.91 Mbits/sec    2   65.0 KBytes       
[ 14] 335.00-336.00 sec  1.12 MBytes  9.38 Mbits/sec    2   62.2 KBytes       
[ 14] 336.00-337.00 sec  1.18 MBytes  9.90 Mbits/sec    2   59.4 KBytes       
[ 14] 337.00-338.00 sec  1.12 MBytes  9.38 Mbits/sec    2   58.0 KBytes       
[ 14] 338.00-339.00 sec  1018 KBytes  8.34 Mbits/sec    3   53.7 KBytes       
[ 14] 339.00-340.00 sec  1.12 MBytes  9.38 Mbits/sec    2   52.3 KBytes       
[ 14] 340.00-341.00 sec  1.12 MBytes  9.38 Mbits/sec    4   46.7 KBytes       
[ 14] 341.00-342.00 sec  1.12 MBytes  9.38 Mbits/sec    2   42.4 KBytes       
[ 14] 342.00-343.00 sec  1.12 MBytes  9.38 Mbits/sec    2   41.0 KBytes       
[ 14] 343.00-344.00 sec  1.12 MBytes  9.38 Mbits/sec    0   70.7 KBytes       
[ 14] 344.00-345.00 sec  1.12 MBytes  9.38 Mbits/sec    2   66.5 KBytes       
[ 14] 345.00-346.00 sec  1.12 MBytes  9.38 Mbits/sec    2   65.0 KBytes       
[ 14] 346.00-347.00 sec  1.12 MBytes  9.38 Mbits/sec    2   63.6 KBytes       
[ 14] 347.00-348.00 sec  1.12 MBytes  9.38 Mbits/sec    4   59.4 KBytes       
[ 14] 348.00-349.00 sec  1.12 MBytes  9.38 Mbits/sec    2   56.6 KBytes       
[ 14] 349.00-350.00 sec  1.12 MBytes  9.38 Mbits/sec    2   55.1 KBytes       
[ 14] 350.00-351.00 sec  1.30 MBytes  10.9 Mbits/sec    2   53.7 KBytes       
[ 14] 351.00-352.00 sec  1.12 MBytes  9.38 Mbits/sec    2   50.9 KBytes       
[ 14] 352.00-353.00 sec  1018 KBytes  8.34 Mbits/sec    2   46.7 KBytes       
[ 14] 353.00-354.00 sec  1.12 MBytes  9.38 Mbits/sec    2   43.8 KBytes       
[ 14] 354.00-355.00 sec  1.12 MBytes  9.38 Mbits/sec    2   41.0 KBytes       
[ 14] 355.00-356.00 sec  1.12 MBytes  9.38 Mbits/sec    2   38.2 KBytes       
[ 14] 356.00-357.00 sec  1.12 MBytes  9.38 Mbits/sec    0   69.3 KBytes       
[ 14] 357.00-358.00 sec   954 KBytes  7.82 Mbits/sec    3   48.1 KBytes       
[ 14] 358.00-359.00 sec  1.12 MBytes  9.38 Mbits/sec    2   46.7 KBytes       
[ 14] 359.00-360.00 sec  1.12 MBytes  9.38 Mbits/sec    0   73.5 KBytes       
[ 14] 360.00-361.00 sec  1.18 MBytes  9.90 Mbits/sec    4   55.1 KBytes       
[ 14] 361.00-362.00 sec  1.12 MBytes  9.38 Mbits/sec    0   80.6 KBytes       
[ 14] 362.00-363.00 sec  1.12 MBytes  9.38 Mbits/sec    2   69.3 KBytes       
[ 14] 363.00-364.00 sec  1.30 MBytes  10.9 Mbits/sec    2   55.1 KBytes       
[ 14] 364.00-365.00 sec  1.12 MBytes  9.38 Mbits/sec    0   79.2 KBytes       
[ 14] 365.00-366.00 sec  1.12 MBytes  9.38 Mbits/sec    2   66.5 KBytes       
[ 14] 366.00-367.00 sec  1.12 MBytes  9.38 Mbits/sec    2   50.9 KBytes       
[ 14] 367.00-368.00 sec  1.12 MBytes  9.38 Mbits/sec    0   76.4 KBytes       
[ 14] 368.00-369.00 sec  1.12 MBytes  9.38 Mbits/sec    2   65.0 KBytes       
[ 14] 369.00-370.00 sec  1.12 MBytes  9.38 Mbits/sec    2   49.5 KBytes       
[ 14] 370.00-371.00 sec  1.12 MBytes  9.38 Mbits/sec    0   74.9 KBytes       
[ 14] 371.00-372.00 sec  1.12 MBytes  9.38 Mbits/sec    3   38.2 KBytes       
[ 14] 372.00-373.00 sec  1.12 MBytes  9.38 Mbits/sec    0   69.3 KBytes       
[ 14] 373.00-374.00 sec  1.12 MBytes  9.38 Mbits/sec    2   55.1 KBytes       
[ 14] 374.00-375.00 sec  1.12 MBytes  9.38 Mbits/sec    0   80.6 KBytes       
[ 14] 375.00-376.00 sec  1.12 MBytes  9.38 Mbits/sec    4   65.0 KBytes       
[ 14] 376.00-377.00 sec  1.12 MBytes  9.38 Mbits/sec    2   50.9 KBytes       
[ 14] 377.00-378.00 sec  1.12 MBytes  9.38 Mbits/sec    0   76.4 KBytes       
[ 14] 378.00-379.00 sec  1.12 MBytes  9.38 Mbits/sec    4   62.2 KBytes       
[ 14] 379.00-380.00 sec  1.18 MBytes  9.90 Mbits/sec    2   45.2 KBytes       
[ 14] 380.00-381.00 sec  1.12 MBytes  9.38 Mbits/sec    0   73.5 KBytes       
[ 14] 381.00-382.00 sec  1.12 MBytes  9.38 Mbits/sec    2   60.8 KBytes       
[ 14] 382.00-383.00 sec  1.12 MBytes  9.38 Mbits/sec    2   43.8 KBytes       
[ 14] 383.00-384.00 sec  1.30 MBytes  10.9 Mbits/sec    0   72.1 KBytes       
[ 14] 384.00-385.00 sec  1018 KBytes  8.34 Mbits/sec    2   59.4 KBytes       
[ 14] 385.00-386.00 sec  1.12 MBytes  9.38 Mbits/sec    0   82.0 KBytes       
[ 14] 386.00-387.00 sec  1.12 MBytes  9.38 Mbits/sec    3   50.9 KBytes       
[ 14] 387.00-388.00 sec  1.12 MBytes  9.38 Mbits/sec    0   76.4 KBytes       
[ 14] 388.00-389.00 sec  1018 KBytes  8.34 Mbits/sec    3   45.2 KBytes       
[ 14] 389.00-390.00 sec  1.12 MBytes  9.38 Mbits/sec    0   73.5 KBytes       
[ 14] 390.00-391.00 sec  1.18 MBytes  9.90 Mbits/sec    2   59.4 KBytes       
[ 14] 391.00-392.00 sec  1.12 MBytes  9.38 Mbits/sec    2   72.1 KBytes       
[ 14] 392.00-393.00 sec  1.12 MBytes  9.38 Mbits/sec    0   70.7 KBytes       
[ 14] 393.00-394.00 sec  1.18 MBytes  9.90 Mbits/sec    2   58.0 KBytes       
[ 14] 394.00-395.00 sec  1.12 MBytes  9.38 Mbits/sec    2   70.7 KBytes       
[ 14] 395.00-396.00 sec   954 KBytes  7.82 Mbits/sec    1   56.6 KBytes       
[ 14] 396.00-397.00 sec  1.12 MBytes  9.38 Mbits/sec    0   80.6 KBytes       
[ 14] 397.00-398.00 sec  1.12 MBytes  9.38 Mbits/sec    2   69.3 KBytes       
[ 14] 398.00-399.00 sec  1.30 MBytes  10.9 Mbits/sec    2   55.1 KBytes       
[ 14] 399.00-400.00 sec  1.12 MBytes  9.38 Mbits/sec    0   80.6 KBytes       
[ 14] 400.00-401.00 sec  1018 KBytes  8.34 Mbits/sec    2   67.9 KBytes       
[ 14] 401.00-402.00 sec  1.18 MBytes  9.90 Mbits/sec    2   53.7 KBytes       
[ 14] 402.00-403.00 sec  1.12 MBytes  9.38 Mbits/sec    0   77.8 KBytes       
[ 14] 403.00-404.00 sec  1.12 MBytes  9.38 Mbits/sec    2   66.5 KBytes       
[ 14] 404.00-405.00 sec  1.18 MBytes  9.90 Mbits/sec    2   52.3 KBytes       
[ 14] 405.00-406.00 sec  1.12 MBytes  9.38 Mbits/sec    0   77.8 KBytes       
[ 14] 406.00-407.00 sec  1.12 MBytes  9.38 Mbits/sec    4   62.2 KBytes       
[ 14] 407.00-408.00 sec  1.30 MBytes  10.9 Mbits/sec    2   43.8 KBytes       
[ 14] 408.00-409.00 sec  1.12 MBytes  9.38 Mbits/sec    0   72.1 KBytes       
[ 14] 409.00-410.00 sec  1.12 MBytes  9.38 Mbits/sec    2   59.4 KBytes       
[ 14] 410.00-411.00 sec  1.12 MBytes  9.38 Mbits/sec    2   59.4 KBytes       
[ 14] 411.00-412.00 sec   954 KBytes  7.82 Mbits/sec    1   56.6 KBytes       
[ 14] 412.00-413.00 sec  1.12 MBytes  9.38 Mbits/sec    0   80.6 KBytes       
[ 14] 413.00-414.00 sec  1.30 MBytes  10.9 Mbits/sec    2   67.9 KBytes       
[ 14] 414.00-415.00 sec  1018 KBytes  8.34 Mbits/sec    2   53.7 KBytes       
[ 14] 415.00-416.00 sec  1.12 MBytes  9.38 Mbits/sec    0   79.2 KBytes       
[ 14] 416.00-417.00 sec  1.30 MBytes  10.9 Mbits/sec    2   66.5 KBytes       
[ 14] 417.00-418.00 sec  1.12 MBytes  9.38 Mbits/sec    2   50.9 KBytes       
[ 14] 418.00-419.00 sec  1.12 MBytes  9.38 Mbits/sec    0   76.4 KBytes       
[ 14] 419.00-420.00 sec  1.12 MBytes  9.38 Mbits/sec    2   63.6 KBytes       
[ 14] 420.00-421.00 sec  1.12 MBytes  9.38 Mbits/sec    0   84.8 KBytes       
[ 14] 421.00-422.00 sec  1.24 MBytes  10.4 Mbits/sec    3   35.4 KBytes       
[ 14] 422.00-423.00 sec  1018 KBytes  8.34 Mbits/sec    0   67.9 KBytes       
[ 14] 423.00-424.00 sec  1.24 MBytes  10.4 Mbits/sec    0   89.1 KBytes       
[ 14] 424.00-425.00 sec  1018 KBytes  8.34 Mbits/sec    2   63.6 KBytes       
[ 14] 425.00-426.00 sec  1.24 MBytes  10.4 Mbits/sec    0   84.8 KBytes       
[ 14] 426.00-427.00 sec  1018 KBytes  8.34 Mbits/sec    2   31.1 KBytes       
[ 14] 427.00-428.00 sec  1.24 MBytes  10.4 Mbits/sec    0   65.0 KBytes       
[ 14] 428.00-429.00 sec  1018 KBytes  8.34 Mbits/sec    0   86.3 KBytes       
[ 14] 429.00-430.00 sec  1.24 MBytes  10.4 Mbits/sec    3   41.0 KBytes       
[ 14] 430.00-431.00 sec  1018 KBytes  8.34 Mbits/sec    0   70.7 KBytes       
[ 14] 431.00-432.00 sec  1.24 MBytes  10.4 Mbits/sec    0   90.5 KBytes       
[ 14] 432.00-433.00 sec  1018 KBytes  8.34 Mbits/sec    2   67.9 KBytes       
[ 14] 433.00-434.00 sec  1.24 MBytes  10.4 Mbits/sec    0   89.1 KBytes       
[ 14] 434.00-435.00 sec  1018 KBytes  8.34 Mbits/sec    3   45.2 KBytes       
[ 14] 435.00-436.00 sec  1.24 MBytes  10.4 Mbits/sec    0   73.5 KBytes       
[ 14] 436.00-437.00 sec  1018 KBytes  8.34 Mbits/sec    0   93.3 KBytes       
[ 14] 437.00-438.00 sec  1.24 MBytes  10.4 Mbits/sec    2   70.7 KBytes       
[ 14] 438.00-439.00 sec  1018 KBytes  8.34 Mbits/sec    0   91.9 KBytes       
[ 14] 439.00-440.00 sec  1.24 MBytes  10.4 Mbits/sec    2   69.3 KBytes       
[ 14] 440.00-441.00 sec  1.24 MBytes  10.4 Mbits/sec    0   90.5 KBytes       
[ 14] 441.00-442.00 sec  1018 KBytes  8.34 Mbits/sec    2   66.5 KBytes       
[ 14] 442.00-443.00 sec  1.24 MBytes  10.4 Mbits/sec    0   87.7 KBytes       
[ 14] 443.00-444.00 sec  1018 KBytes  8.34 Mbits/sec    2   63.6 KBytes       
[ 14] 444.00-445.00 sec  1.24 MBytes  10.4 Mbits/sec    0   86.3 KBytes       
[ 14] 445.00-446.00 sec  1.24 MBytes  10.4 Mbits/sec    2   62.2 KBytes       
[ 14] 446.00-447.00 sec  1018 KBytes  8.34 Mbits/sec    0   84.8 KBytes       
[ 14] 447.00-448.00 sec  1.24 MBytes  10.4 Mbits/sec    2   59.4 KBytes       
[ 14] 448.00-449.00 sec  1018 KBytes  8.34 Mbits/sec    0   82.0 KBytes       
[ 14] 449.00-450.00 sec  1.24 MBytes  10.4 Mbits/sec    3   33.9 KBytes       
[ 14] 450.00-451.00 sec  1018 KBytes  8.34 Mbits/sec    0   65.0 KBytes       
[ 14] 451.00-452.00 sec  1.24 MBytes  10.4 Mbits/sec    0   87.7 KBytes       
[ 14] 452.00-453.00 sec  1018 KBytes  8.34 Mbits/sec    2   62.2 KBytes       
[ 14] 453.00-454.00 sec  1.24 MBytes  10.4 Mbits/sec    0   84.8 KBytes       
[ 14] 454.00-455.00 sec  1.24 MBytes  10.4 Mbits/sec    2   59.4 KBytes       
[ 14] 455.00-456.00 sec  1018 KBytes  8.34 Mbits/sec    0   82.0 KBytes       
[ 14] 456.00-457.00 sec  1.06 MBytes  8.86 Mbits/sec    4   26.9 KBytes       
[ 14] 457.00-458.00 sec  1018 KBytes  8.34 Mbits/sec    0   60.8 KBytes       
[ 14] 458.00-459.00 sec  1.24 MBytes  10.4 Mbits/sec    0   83.4 KBytes       
[ 14] 459.00-460.00 sec  1.24 MBytes  10.4 Mbits/sec    2   56.6 KBytes       
[ 14] 460.00-461.00 sec  1018 KBytes  8.34 Mbits/sec    0   80.6 KBytes       
[ 14] 461.00-462.00 sec  1.24 MBytes  10.4 Mbits/sec    3   29.7 KBytes       
[ 14] 462.00-463.00 sec  1018 KBytes  8.34 Mbits/sec    0   63.6 KBytes       
[ 14] 463.00-464.00 sec  1.24 MBytes  10.4 Mbits/sec    0   86.3 KBytes       
[ 14] 464.00-465.00 sec  1018 KBytes  8.34 Mbits/sec    3   39.6 KBytes       
[ 14] 465.00-466.00 sec  1018 KBytes  8.34 Mbits/sec    0   69.3 KBytes       
[ 14] 466.00-467.00 sec  1.24 MBytes  10.4 Mbits/sec    0   90.5 KBytes       
[ 14] 467.00-468.00 sec  1.24 MBytes  10.4 Mbits/sec    2   67.9 KBytes       
[ 14] 468.00-469.00 sec  1018 KBytes  8.34 Mbits/sec    0   89.1 KBytes       
[ 14] 469.00-470.00 sec  1.24 MBytes  10.4 Mbits/sec    2   65.0 KBytes       
[ 14] 470.00-471.00 sec  1018 KBytes  8.34 Mbits/sec    0   86.3 KBytes       
[ 14] 471.00-472.00 sec  1.24 MBytes  10.4 Mbits/sec    4   31.1 KBytes       
[ 14] 472.00-473.00 sec  1018 KBytes  8.34 Mbits/sec    0   65.0 KBytes       
[ 14] 473.00-474.00 sec  1.24 MBytes  10.4 Mbits/sec    0   86.3 KBytes       
[ 14] 474.00-475.00 sec  1018 KBytes  8.34 Mbits/sec    3   39.6 KBytes       
[ 14] 475.00-476.00 sec  1018 KBytes  8.34 Mbits/sec    0   69.3 KBytes       
[ 14] 476.00-477.00 sec  1.24 MBytes  10.4 Mbits/sec    0   90.5 KBytes       
[ 14] 477.00-478.00 sec  1.24 MBytes  10.4 Mbits/sec    2   65.0 KBytes       
[ 14] 478.00-479.00 sec  1018 KBytes  8.34 Mbits/sec    0   87.7 KBytes       
[ 14] 479.00-480.00 sec  1.24 MBytes  10.4 Mbits/sec    2   63.6 KBytes       
[ 14] 480.00-481.00 sec  1018 KBytes  8.34 Mbits/sec    0   86.3 KBytes       
[ 14] 481.00-482.00 sec  1.24 MBytes  10.4 Mbits/sec    0    103 KBytes       
[ 14] 482.00-483.00 sec  1.06 MBytes  8.86 Mbits/sec    3   43.8 KBytes       
[ 14] 483.00-484.00 sec  1.24 MBytes  10.4 Mbits/sec    0   72.1 KBytes       
[ 14] 484.00-485.00 sec  1018 KBytes  8.34 Mbits/sec    0   91.9 KBytes       
[ 14] 485.00-486.00 sec  1.24 MBytes  10.4 Mbits/sec    0    109 KBytes       
[ 14] 486.00-487.00 sec  1018 KBytes  8.34 Mbits/sec    3   53.7 KBytes       
[ 14] 487.00-488.00 sec  1.24 MBytes  10.4 Mbits/sec    0   79.2 KBytes       
[ 14] 488.00-489.00 sec  1018 KBytes  8.34 Mbits/sec    0   97.6 KBytes       
[ 14] 489.00-490.00 sec  1.24 MBytes  10.4 Mbits/sec    2   60.8 KBytes       
[ 14] 490.00-491.00 sec  1.24 MBytes  10.4 Mbits/sec    0   83.4 KBytes       
[ 14] 491.00-492.00 sec  1018 KBytes  8.34 Mbits/sec    0    102 KBytes       
[ 14] 492.00-493.00 sec  1.30 MBytes  10.9 Mbits/sec    2   67.9 KBytes       
[ 14] 493.00-494.00 sec  1018 KBytes  8.34 Mbits/sec    0   89.1 KBytes       
[ 14] 494.00-495.00 sec  1.24 MBytes  10.4 Mbits/sec    0    106 KBytes       
[ 14] 495.00-496.00 sec  1.06 MBytes  8.86 Mbits/sec    2   52.3 KBytes       
[ 14] 496.00-497.00 sec  1018 KBytes  8.34 Mbits/sec    0   77.8 KBytes       
[ 14] 497.00-498.00 sec  1.24 MBytes  10.4 Mbits/sec    0   96.2 KBytes       
[ 14] 498.00-499.00 sec  1018 KBytes  8.34 Mbits/sec    4   55.1 KBytes       
[ 14] 499.00-500.00 sec  1.24 MBytes  10.4 Mbits/sec    0   59.4 KBytes       
[ 14] 500.00-501.00 sec  1018 KBytes  8.34 Mbits/sec    0   82.0 KBytes       
[ 14] 501.00-502.00 sec  1.24 MBytes  10.4 Mbits/sec    0    100 KBytes       
[ 14] 502.00-503.00 sec  1018 KBytes  8.34 Mbits/sec    3   39.6 KBytes       
[ 14] 503.00-504.00 sec  1.24 MBytes  10.4 Mbits/sec    0   69.3 KBytes       
[ 14] 504.00-505.00 sec  1.24 MBytes  10.4 Mbits/sec    0   90.5 KBytes       
[ 14] 505.00-506.00 sec  1018 KBytes  8.34 Mbits/sec    0    107 KBytes       
[ 14] 506.00-507.00 sec  1.24 MBytes  10.4 Mbits/sec    1   76.4 KBytes       
[ 14] 507.00-508.00 sec  1018 KBytes  8.34 Mbits/sec    0   94.7 KBytes       
[ 14] 508.00-509.00 sec  1018 KBytes  8.34 Mbits/sec    4   63.6 KBytes       
[ 14] 509.00-510.00 sec  1.24 MBytes  10.4 Mbits/sec    0   79.2 KBytes       
[ 14] 510.00-511.00 sec  1.24 MBytes  10.4 Mbits/sec    0   97.6 KBytes       
[ 14] 511.00-512.00 sec  1.24 MBytes  10.4 Mbits/sec    4   59.4 KBytes       
[ 14] 512.00-513.00 sec  1018 KBytes  8.34 Mbits/sec    0   83.4 KBytes       
[ 14] 513.00-514.00 sec  1.24 MBytes  10.4 Mbits/sec    0    100 KBytes       
[ 14] 514.00-515.00 sec  1.06 MBytes  8.86 Mbits/sec    2   66.5 KBytes       
[ 14] 515.00-516.00 sec  1.24 MBytes  10.4 Mbits/sec    0   87.7 KBytes       
[ 14] 516.00-517.00 sec  1018 KBytes  8.34 Mbits/sec    0    105 KBytes       
[ 14] 517.00-518.00 sec  1.24 MBytes  10.4 Mbits/sec    2   70.7 KBytes       
[ 14] 518.00-519.00 sec  1018 KBytes  8.34 Mbits/sec    0   91.9 KBytes       
[ 14] 519.00-520.00 sec  1.24 MBytes  10.4 Mbits/sec    0    107 KBytes       
[ 14] 520.00-521.00 sec  1.06 MBytes  8.86 Mbits/sec    1   77.8 KBytes       
[ 14] 521.00-522.00 sec  1.24 MBytes  10.4 Mbits/sec    0   96.2 KBytes       
[ 14] 522.00-523.00 sec  1018 KBytes  8.34 Mbits/sec    4   73.5 KBytes       
[ 14] 523.00-524.00 sec  1.30 MBytes  10.9 Mbits/sec    0   80.6 KBytes       
[ 14] 524.00-525.00 sec  1.24 MBytes  10.4 Mbits/sec    0   99.0 KBytes       
[ 14] 525.00-526.00 sec  1018 KBytes  8.34 Mbits/sec    4   28.3 KBytes       
[ 14] 526.00-527.00 sec  1018 KBytes  8.34 Mbits/sec    0   62.2 KBytes       
[ 14] 527.00-528.00 sec  1.24 MBytes  10.4 Mbits/sec    0   84.8 KBytes       
[ 14] 528.00-529.00 sec  1.24 MBytes  10.4 Mbits/sec    0    102 KBytes       
[ 14] 529.00-530.00 sec  1018 KBytes  8.34 Mbits/sec    4   39.6 KBytes       
[ 14] 530.00-531.00 sec  1018 KBytes  8.34 Mbits/sec    0   69.3 KBytes       
[ 14] 531.00-532.00 sec  1.24 MBytes  10.4 Mbits/sec    0   90.5 KBytes       
[ 14] 532.00-533.00 sec  1018 KBytes  8.34 Mbits/sec    0    107 KBytes       
[ 14] 533.00-534.00 sec  1.30 MBytes  10.9 Mbits/sec    4   73.5 KBytes       
[ 14] 534.00-535.00 sec  1018 KBytes  8.34 Mbits/sec    0   93.3 KBytes       
[ 14] 535.00-536.00 sec  1.24 MBytes  10.4 Mbits/sec    0    109 KBytes       
[ 14] 536.00-537.00 sec  1.06 MBytes  8.86 Mbits/sec    3   76.4 KBytes       
[ 14] 537.00-538.00 sec  1.24 MBytes  10.4 Mbits/sec    0   94.7 KBytes       
[ 14] 538.00-539.00 sec  1018 KBytes  8.34 Mbits/sec    2    103 KBytes       
[ 14] 539.00-540.00 sec  1.24 MBytes  10.4 Mbits/sec    2   79.2 KBytes       
[ 14] 540.00-541.00 sec  1.24 MBytes  10.4 Mbits/sec    0   97.6 KBytes       
[ 14] 541.00-542.00 sec  1018 KBytes  8.34 Mbits/sec    0    113 KBytes       
[ 14] 542.00-543.00 sec  1.24 MBytes  10.4 Mbits/sec    2   67.9 KBytes       
[ 14] 543.00-544.00 sec  1.24 MBytes  10.4 Mbits/sec    0   89.1 KBytes       
[ 14] 544.00-545.00 sec  1018 KBytes  8.34 Mbits/sec    0    106 KBytes       
[ 14] 545.00-546.00 sec  1.24 MBytes  10.4 Mbits/sec    0    120 KBytes       
[ 14] 546.00-547.00 sec  1.06 MBytes  8.86 Mbits/sec    2   77.8 KBytes       
[ 14] 547.00-548.00 sec  1.24 MBytes  10.4 Mbits/sec    0   96.2 KBytes       
[ 14] 548.00-549.00 sec  1018 KBytes  8.34 Mbits/sec    0    113 KBytes       
[ 14] 549.00-550.00 sec  1.12 MBytes  9.38 Mbits/sec    2   67.9 KBytes       
[ 14] 550.00-551.00 sec  1.24 MBytes  10.4 Mbits/sec    0   89.1 KBytes       
[ 14] 551.00-552.00 sec  1.24 MBytes  10.4 Mbits/sec    0    106 KBytes       
[ 14] 552.00-553.00 sec  1018 KBytes  8.34 Mbits/sec    0    120 KBytes       
[ 14] 553.00-554.00 sec  1.24 MBytes  10.4 Mbits/sec    2   79.2 KBytes       
[ 14] 554.00-555.00 sec  1018 KBytes  8.34 Mbits/sec    0   97.6 KBytes       
[ 14] 555.00-556.00 sec  1.24 MBytes  10.4 Mbits/sec    0    113 KBytes       
[ 14] 556.00-557.00 sec  1.24 MBytes  10.4 Mbits/sec    2   67.9 KBytes       
[ 14] 557.00-558.00 sec  1018 KBytes  8.34 Mbits/sec    0   89.1 KBytes       
[ 14] 558.00-559.00 sec  1.24 MBytes  10.4 Mbits/sec    0    106 KBytes       
[ 14] 559.00-560.00 sec  1018 KBytes  8.34 Mbits/sec    0    120 KBytes       
[ 14] 560.00-561.00 sec  1.12 MBytes  9.38 Mbits/sec    2   79.2 KBytes       
[ 14] 561.00-562.00 sec  1.24 MBytes  10.4 Mbits/sec    0   97.6 KBytes       
[ 14] 562.00-563.00 sec  1018 KBytes  8.34 Mbits/sec    0    113 KBytes       
